hash,initial_buffer_time,Rebuffer_count,average_duration_of_stalling_event,mean(seqPSNR),averageWeightedBitrate,st_events_max,bitrate_pos_changes_count,bitrate_neg_changes_count,bitrate_max_pos_change,bitrate_max_neg_change,bitrate_mean_pos_change,bitrate_mean_neg_change,freq_of_st,Bitrate_switch_count,freq_of_sw,Rebuffer_percentage,Average_Bitrate_Swithcing_magnitude,Average_relative_Bitrate_Swithcing_magnitude,Ratio_on_highest_sequense_quality_layer,Ratio_on_minimum_sequense_quality_layer,Ratio_on_sequense_quality_layer_max_2,width_height,SI,TI,content,motion,Constant_bitrate,MOS
421,1.1667,1,0.41667,38.8892,1775.2,0.41667,3,0,641,0,595,0,0.086331184,3,0.258993551,0.039993856,595,595,0.192001229,0,0.768004915,534528,72,56,movie,average motion,0,66.80669198
422,0.41667,1,4.3333,41.6171,3346.2,4.3333,1,0,3014,0,3014,0,0.06779661,1,0.06779661,0.302325419,3014,3014,0.558139665,0,0.558139665,1597440,72,56,movie,average motion,0,56.86660205
423,1.5,0,0,38.439,1571,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,345600,72,56,movie,average motion,1,68.32278655
424,1.8333,2,1.125,39.2752,1748.6,1.3333,1,1,636,-1144,636,-1144,0.14201217,2,0.14201217,0.183673469,890,-254,0.489795918,0,0.653061224,648960,72,56,movie,average motion,0,61.66535158
425,1.375,0,0,42.6037,3949,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2073600,72,56,movie,average motion,1,86.47797962
426,1.375,4,1.1042,42.6037,3949,3.1667,0,0,0,0,0,0,0.253297618,0,0,0.306359985,0,0,0.693640015,0,0.693640015,2073600,72,56,movie,average motion,1,46.64045889
427,1.7083,0,0,43.6289,5681.4,0,0,1,0,-1217,0,-1217,0,1,0.085409496,0,1217,-1217,0.2,0,1,2073600,72,56,movie,average motion,0,89.20234318
428,1.7083,0,0,43.867,6411.6,0,1,1,1217,-1217,1217,-1217,0,2,0.170818992,0,1217,0,0.8,0,1,2073600,72,56,movie,average motion,0,88.2245868
429,2.0417,3,1.5139,41.9434,3937,2.125,0,2,0,-3935,0,-2860,0.180904886,2,0.120603257,0.312317764,2860,-2860,0.275072894,0,0.550145789,1148928,72,56,movie,average motion,0,54.1545472
430,1.6667,3,0.65278,34.1592,212,1.375,0,0,0,0,0,0,0.220183486,0,0,0.163760735,0,0,0.836239265,0.836239265,0,76800,40,52,human,smooth motion,1,23.5144171
431,1,2,2.8125,39.8143,1490,5.5,3,1,1526,-592,756,-592,0.120300752,4,0.240601504,0.36,715,419,0.128,0,0.384,536002,40,52,human,smooth motion,0,47.27294056
432,1.4167,1,1.9583,40.1249,1422.2,1.9583,2,1,871,-257,679.5,-257,0.074766355,3,0.224299065,0.163760735,538.6666667,367.3333333,0.334495706,0,0.501743559,492616,40,52,human,smooth motion,0,65.70309564
433,0.70833,0,0,38.954,910,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000003,0,0,307200,40,52,human,smooth motion,1,71.40238401
434,0.45833,2,1.7292,40.9318,1714.8,2,1,2,1694,-592,1694,-540,0.143712231,3,0.215568346,0.256967969,924.6666667,204.6666667,0.148606406,0,0.594425625,534528,40,52,human,smooth motion,0,59.922673
435,0.33333,3,1.3472,43.0224,3415.8,2.75,2,1,2784,-1393,2088.5,-1393,0.208695652,3,0.208695652,0.287833997,1856.666667,928,0.142433201,0,0.569732802,1597440,40,52,human,smooth motion,0,54.35144904
436,1.2083,3,0.36111,43.4648,3258,0.54167,0,1,0,-1090,0,-1090,0.244067135,1,0.081355712,0.097749788,1090,-1090,0.541350127,0,0.902250212,1557504,40,52,human,smooth motion,0,64.86824622
437,1.7083,4,1.0833,43.3682,3816.6,2,0,4,0,-1393,0,-1162.5,0.249350131,4,0.249350131,0.302328826,1162.5,-1162.5,0.139534235,0,0.697671174,1378176,40,52,human,smooth motion,0,56.40698625
438,1.7083,4,1.4479,43.9224,4032.6,1.9167,0,3,0,-1393,0,-1190,0.228571429,3,0.171428571,0.366755954,1190,-1190,0.126648809,0,0.633244046,1557504,40,52,human,smooth motion,0,52.58577103
439,1.4167,2,4.5417,44.7096,5025.8,6,0,2,0,-1393,0,-1240,0.097560976,2,0.097560976,0.475981617,1240,-1240,0.104803677,0,0.524018383,2073600,40,52,human,smooth motion,0,47.35715958
440,0.88,0,0,28.5545,884.6,0,2,1,1236,-1518,1004.5,-1518,0,3,0.275735294,0,1175.666667,163.6666667,0.2,0.4,0.2,252968,97,89,animation,high motion,0,56.04252199
441,0.24,0,0,29.1346,1072.6,0,2,1,1236,-578,1004.5,-578,0,3,0.29296875,0,862.3333333,477,0.2,0.4,0.4,283392,97,89,animation,high motion,0,66.36993875
442,1.24,0,0,28.7486,725.2,0,3,0,282,0,213.3333333,0,0,3,0.266903915,0,213.3333333,213.3333333,0.4,0,0,216411,97,89,animation,high motion,0,58.55924552
443,1.24,2,3.64,31.1565,1660.8,6.84,3,1,2336,-1211,1240,-1211,0.107991361,4,0.215982721,0.421296296,1232.75,627.25,0.231481481,0,0.347222222,432530,97,89,animation,high motion,0,52.25077158
444,6.64,3,0.76,25.7789,328.2,1.16,0,1,0,-491,0,-491,0.158562368,1,0.052854123,0.185667752,491,-491,0.16286645,0.651465798,0,95944,97,89,animation,high motion,0,27.85180073
445,1.92,1,0.44,28.062,573,0.44,0,1,0,-185,0,-185,0.080906149,1,0.080906149,0.042145594,185,-185,0.191570881,0,0,196608,97,89,animation,high motion,0,54.48346921
446,0.76,1,0.16,31.7082,1588.6,0.16,2,0,940,0,759,0,0.091575092,2,0.183150183,0.015748031,759,759,0.196850394,0,0.787401575,401320,97,89,animation,high motion,0,76.44503684
447,1.2,0,0,30.3363,1134.6,0,1,0,658,0,658,0,0,1,0.089285714,0,658,658,0.2,0,0.2,314880,97,89,animation,high motion,0,72.68205014
448,2.28,4,2.09,35.9435,4297.8,3.08,0,4,0,-1425,0,-1116.5,0.19379845,4,0.19379845,0.455337691,1116.5,-1116.5,0.108932462,0,0.544662309,1557504,97,89,animation,high motion,0,59.80822555
449,1.88,1,0.16,37.5023,5780.2,0.16,0,1,0,-1156,0,-1156,0.083056478,1,0.083056478,0.015748031,1156,-1156,0.196850394,0,0.984251969,2073600,97,89,animation,high motion,0,87.92
